NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,zip code tabulation area
ZCTA5 60409,23229,586,4,26,0,0,87,0,97,571,45,322,48,328,150,356,5608,977,1788,5744,1523,3317,1326,251,75,60409
ZCTA5 60410,9129,94,0,0,0,6,0,24,0,13,0,6,42,10,44,82,2643,205,711,1590,1140,1550,766,156,47,60410
ZCTA5 60411,33692,562,8,0,11,9,62,53,26,384,78,372,747,739,818,670,9223,1545,2929,5614,2639,4919,1905,178,201,60411
ZCTA5 60415,9562,98,0,0,0,0,47,0,0,0,20,47,42,291,163,338,2384,225,539,1623,1006,1936,516,144,143,60415
ZCTA5 60416,6758,201,0,0,0,17,0,0,0,10,0,16,0,44,114,109,2241,272,544,1195,685,932,266,111,1,60416
ZCTA5 60417,11158,134,0,0,0,0,0,0,13,30,0,39,17,35,186,155,3073,471,889,1619,1108,1704,1268,213,204,60417
ZCTA5 60418,8318,106,11,0,0,18,0,29,23,24,0,160,25,54,93,89,2295,221,668,1352,974,1548,571,42,15,60418
ZCTA5 60419,13959,188,10,0,0,0,0,11,14,5,12,13,42,99,246,213,4076,408,1109,3095,1245,2164,824,137,48,60419
ZCTA5 60420,3029,92,0,0,0,0,0,0,0,0,0,51,0,83,72,22,1047,130,235,525,153,478,104,27,10,60420
ZCTA5 60421,2830,9,0,0,0,0,0,0,0,44,0,0,12,14,18,28,932,134,303,414,332,388,154,12,36,60421
ZCTA5 60422,7076,9,0,0,0,0,0,0,0,0,0,12,0,0,22,63,582,134,273,1022,401,2470,1440,445,203,60422
ZCTA5 60423,21800,95,0,14,0,0,0,44,0,101,5,7,58,33,49,229,3997,426,1767,2550,1843,5839,3386,814,543,60423
ZCTA5 60424,1438,4,0,0,0,0,0,0,0,0,8,2,13,34,20,23,590,78,82,205,123,203,40,0,13,60424
ZCTA5 60425,6231,46,0,0,0,0,10,0,0,0,5,47,12,76,115,147,972,103,464,1222,538,1687,612,94,81,60425
ZCTA5 60426,15793,450,0,10,15,60,149,240,186,400,84,344,221,339,528,414,5236,690,993,2751,977,1279,323,59,45,60426
ZCTA5 60428,7001,226,21,0,0,0,16,17,19,32,0,106,88,91,127,154,2023,328,531,1320,654,906,305,12,25,60428
ZCTA5 60429,9825,127,0,0,0,3,0,30,8,120,0,81,91,182,89,217,2419,545,557,2013,1129,1058,1040,55,61,60429
ZCTA5 60430,13462,78,0,0,0,0,21,0,0,85,11,73,10,49,137,112,2429,199,934,1920,1088,3465,2274,179,398,60430
ZCTA5 60431,17270,248,31,0,2,0,0,0,47,139,0,48,44,137,229,238,3782,537,1960,2496,1648,3265,1979,266,174,60431
ZCTA5 60432,12866,806,0,2,0,18,125,93,219,1066,52,333,275,256,474,702,3114,742,989,1422,523,985,581,38,51,60432
ZCTA5 60433,10985,384,15,0,0,22,57,89,220,503,28,241,74,195,183,423,3388,573,1057,1358,667,1019,409,46,34,60433
ZCTA5 60435,32567,1059,12,0,28,160,100,8,6,815,49,204,220,428,774,852,8280,1695,3230,3905,2719,4809,2393,526,295,60435
ZCTA5 60436,12558,520,0,20,0,0,170,7,21,262,85,140,248,161,476,397,3509,785,973,1864,1056,1307,386,113,58,60436
ZCTA5 60437,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,8,3,16,26,7,0,0,0,60437
ZCTA5 60438,20050,228,0,0,0,0,49,73,24,66,33,76,41,114,258,348,5538,664,1689,3527,1728,3357,1812,254,171,60438
ZCTA5 60439,16962,189,0,0,0,0,12,39,0,0,44,205,17,23,34,178,3376,373,1306,1994,1567,4353,2515,468,269,60439
ZCTA5 60440,34037,944,37,13,0,0,7,12,53,479,192,487,363,211,454,1010,7380,1313,2394,4880,3092,7134,2976,252,354,60440
ZCTA5 60441,25742,288,25,0,0,6,34,34,15,118,15,66,181,276,432,411,6093,1014,1867,3250,2226,5993,2903,326,169,60441
ZCTA5 60442,8756,20,0,0,0,0,0,0,0,0,0,0,0,8,41,33,2218,397,789,1383,1081,1936,686,118,46,60442
ZCTA5 60443,15113,288,0,0,0,0,19,0,0,43,0,31,127,160,111,209,3387,619,790,2284,1419,2890,2257,287,192,60443
ZCTA5 60444,1231,0,0,0,0,0,0,0,0,0,0,0,54,2,7,21,470,35,103,227,89,129,86,3,5,60444
ZCTA5 60445,10082,311,0,0,0,0,0,22,178,77,53,54,0,68,138,226,2722,490,1040,1392,1291,1299,625,66,30,60445
ZCTA5 60446,27519,1098,0,85,0,27,45,20,59,209,65,191,512,422,255,1000,7076,841,1709,3883,2279,5111,1930,332,370,60446
ZCTA5 60447,9969,104,0,0,0,0,0,0,17,24,10,132,0,72,43,198,2540,283,850,1677,1292,1855,671,159,42,60447
ZCTA5 60448,17106,104,0,0,10,0,0,0,23,19,0,30,0,44,77,133,3634,306,1610,2628,1459,4352,1958,596,123,60448
ZCTA5 60449,7712,66,0,0,0,0,0,3,0,109,0,125,22,23,178,116,1684,411,503,1507,523,1163,916,85,278,60449
ZCTA5 60450,14452,44,0,0,0,2,0,0,56,21,1,48,56,111,128,332,4360,540,1524,2320,1406,2324,946,182,51,60450
ZCTA5 60451,23879,62,0,0,0,0,0,0,0,10,0,35,3,7,47,234,5030,473,1737,3275,2572,6316,3235,418,425,60451
ZCTA5 60452,19065,345,0,0,0,8,0,0,46,31,13,61,67,63,108,385,4874,642,1810,2833,1837,3998,1475,213,256,60452
ZCTA5 60453,39558,819,0,0,0,22,40,59,105,269,23,580,136,355,243,1193,9934,1576,2600,5224,3888,8253,3544,376,319,60453
ZCTA5 60455,11474,477,0,19,0,0,6,31,8,119,132,411,93,115,69,530,3520,757,757,1399,950,1470,532,54,25,60455
ZCTA5 60456,2970,8,0,0,0,0,0,0,0,46,0,57,0,50,62,34,1004,152,306,380,384,330,114,5,38,60456
ZCTA5 60457,9634,468,0,17,0,0,0,0,16,13,0,221,41,9,111,213,2331,316,754,1422,1314,1315,759,181,133,60457
ZCTA5 60458,9255,188,0,9,0,0,11,0,0,50,0,179,29,115,174,373,3083,477,664,1093,1047,971,688,70,34,60458
ZCTA5 60459,19098,801,10,0,0,0,141,61,53,415,105,556,298,281,295,884,6079,1028,1521,2386,1204,2110,778,46,46,60459
ZCTA5 60460,962,28,0,0,0,0,0,0,0,0,0,0,3,3,19,11,356,77,94,134,79,100,24,25,9,60460
ZCTA5 60461,3383,27,0,0,0,0,0,0,0,0,0,13,0,33,0,0,410,35,205,671,270,882,642,150,45,60461
ZCTA5 60462,29527,487,0,0,0,0,4,0,14,82,0,349,142,95,325,501,5793,384,1871,3358,2877,7792,4253,740,460,60462
ZCTA5 60463,10467,97,0,0,0,0,6,0,0,4,0,64,58,40,34,70,2328,162,878,1391,918,2569,1584,190,74,60463
ZCTA5 60464,7781,53,17,63,0,0,0,0,0,18,5,0,12,70,33,116,1452,134,502,644,482,2381,1160,464,175,60464
ZCTA5 60465,12988,267,0,11,0,0,21,106,0,29,0,248,214,170,109,517,4098,397,823,1244,1151,2125,1169,94,195,60465
ZCTA5 60466,14579,383,0,20,0,0,0,0,45,82,18,15,77,116,152,332,3256,506,1322,3186,1453,2261,1078,162,115,60466
ZCTA5 60467,18136,192,0,0,11,11,14,38,21,39,21,106,24,59,94,247,3325,230,1287,2121,1888,5043,2262,636,467,60467
ZCTA5 60468,4037,43,17,0,0,0,0,0,0,5,0,22,8,0,14,95,1202,107,231,559,436,1010,236,28,24,60468
ZCTA5 60469,2897,55,46,0,0,0,26,0,0,41,0,0,25,165,128,126,925,96,151,365,404,258,86,0,0,60469
ZCTA5 60470,250,2,0,0,0,0,0,0,0,0,0,0,2,2,7,1,98,10,24,22,33,32,17,0,0,60470
ZCTA5 60471,9386,32,0,0,0,0,0,0,67,62,7,8,0,36,108,215,2099,290,839,1864,1035,1537,1020,145,22,60471
ZCTA5 60472,2871,32,0,0,0,0,0,0,27,17,16,68,71,88,156,78,939,94,164,537,188,297,78,21,0,60472
ZCTA5 60473,14212,59,0,0,0,0,0,0,50,59,25,68,179,106,184,408,3678,465,1195,2744,1342,2044,1341,169,96,60473
ZCTA5 60474,514,5,0,0,0,0,0,0,0,0,0,5,0,8,13,11,200,30,45,80,44,54,18,1,0,60474
ZCTA5 60475,7045,67,0,0,0,0,10,0,0,60,0,112,74,51,158,255,2211,298,734,1193,515,824,404,79,0,60475
ZCTA5 60476,1428,15,0,0,0,1,0,0,0,1,2,0,0,25,27,17,434,75,159,227,153,223,65,4,0,60476
ZCTA5 60477,26548,284,0,0,0,15,95,0,0,36,30,137,136,86,190,258,6339,540,2400,4225,2845,5013,3251,365,303,60477
ZCTA5 60478,11209,56,0,0,0,2,9,0,0,44,0,141,0,62,183,188,2141,295,876,2883,1014,2349,858,57,51,60478
ZCTA5 60479,487,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,160,3,83,80,37,107,1,0,6,60479
ZCTA5 60480,4020,82,0,0,0,0,0,0,0,0,0,44,0,0,14,66,960,113,432,507,368,817,377,93,147,60480
ZCTA5 60481,8344,48,8,9,0,0,0,0,0,33,10,84,106,154,114,96,3028,507,762,1203,792,890,394,49,57,60481
ZCTA5 60482,7387,265,0,0,0,0,0,0,0,0,76,49,64,86,216,176,2654,356,380,1104,606,1077,216,18,44,60482
ZCTA5 60484,3789,39,0,0,0,0,0,0,0,31,0,0,17,10,47,85,861,214,474,643,332,623,355,37,21,60484
ZCTA5 60487,18069,60,0,0,0,0,0,18,16,13,0,89,33,63,44,135,3979,424,1537,2044,2035,4889,2028,477,185,60487
ZCTA5 60490,14535,185,0,0,28,26,0,0,0,64,0,14,0,65,120,84,2061,243,721,1373,1013,4984,2498,523,533,60490
ZCTA5 60491,16115,254,0,0,0,30,0,19,0,190,23,89,46,120,105,426,3283,278,915,2233,1759,4033,1639,448,225,60491
ZCTA5 60501,7892,388,29,0,0,93,25,52,13,397,119,350,97,242,188,509,2291,361,378,762,445,887,238,13,15,60501
ZCTA5 60502,15663,318,0,0,0,0,0,33,34,96,0,15,76,21,132,146,1406,147,522,1465,1057,5738,3728,338,391,60502
ZCTA5 60503,10781,111,0,0,0,8,18,12,0,19,0,36,0,37,71,73,968,150,417,1501,843,4038,2165,162,152,60503
ZCTA5 60504,25746,768,0,0,0,0,0,24,41,281,38,140,58,140,328,290,3291,620,1682,3215,1897,8054,4042,488,349,60504
ZCTA5 60505,34275,2687,0,37,0,153,654,227,133,2287,486,1150,1081,916,728,1389,8271,2055,2602,2973,1590,3521,1114,189,32,60505
ZCTA5 60506,32774,1111,0,26,0,43,161,121,40,772,24,376,434,609,750,948,7018,1784,2563,4243,2151,6007,2922,411,260,60506
ZCTA5 60510,20091,66,0,0,0,0,0,0,0,9,0,32,75,143,43,127,2678,317,1200,2497,1395,6851,3577,543,538,60510
ZCTA5 60511,1510,0,0,0,0,0,0,0,0,0,11,16,0,0,3,0,721,39,66,189,86,246,123,3,7,60511
ZCTA5 60512,848,41,0,0,0,0,0,0,0,0,0,0,0,0,0,56,114,0,92,199,9,162,175,0,0,60512
ZCTA5 60513,13509,172,16,0,0,0,8,57,0,58,0,4,191,22,94,117,2791,242,846,1934,1240,3515,1615,392,195,60513
ZCTA5 60514,6487,27,0,0,0,0,0,2,0,25,62,0,61,0,0,0,760,83,138,572,307,2271,1446,654,79,60514
ZCTA5 60515,21168,98,0,0,0,0,0,0,0,0,9,52,0,28,51,116,2256,189,1231,2369,1549,7345,3999,1268,608,60515
ZCTA5 60516,20861,289,0,0,0,0,0,0,0,10,0,252,145,73,178,328,3140,254,1236,2337,1840,6765,3010,594,410,60516
ZCTA5 60517,22969,583,0,0,0,0,0,0,25,171,37,70,57,100,157,334,4180,592,1141,2943,2163,6401,2698,503,814,60517
ZCTA5 60518,2246,21,0,0,0,0,0,0,8,0,0,15,0,59,63,50,716,178,239,286,252,238,109,2,10,60518
ZCTA5 60519,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,21,5,7,7,0,0,60519
ZCTA5 60520,1837,11,0,0,0,0,0,0,0,0,0,1,0,3,29,10,361,65,210,363,224,331,182,26,21,60520
ZCTA5 60521,11552,81,0,0,0,0,0,0,4,0,19,6,79,36,31,33,734,153,243,655,319,4091,2876,1637,555,60521
ZCTA5 60523,7860,91,0,0,0,8,0,0,0,20,10,24,13,20,24,94,1011,110,333,697,473,2463,976,1200,293,60523
ZCTA5 60525,21672,304,0,0,0,21,38,25,16,194,12,81,56,161,90,355,3455,361,1186,2066,1603,6658,3775,778,437,60525
ZCTA5 60526,9448,78,0,0,0,0,48,0,14,0,3,47,0,71,70,81,1242,324,499,912,644,2794,2103,321,197,60526
ZCTA5 60527,21860,118,25,0,0,0,19,10,17,31,16,144,17,47,81,244,3233,479,1136,2665,1240,6074,3648,1866,750,60527
ZCTA5 60530,567,1,0,0,0,0,0,0,0,3,0,1,1,6,0,9,127,43,15,133,61,105,62,0,0,60530
ZCTA5 60531,1250,6,0,0,0,0,0,0,0,0,0,5,0,3,17,18,453,39,106,176,100,218,93,8,8,60531
ZCTA5 60532,20574,94,0,0,0,0,16,0,14,0,0,43,0,25,61,300,2073,379,953,2780,1708,7474,3783,544,327,60532
ZCTA5 60534,7083,376,0,0,0,0,8,0,0,123,7,165,100,32,83,282,1745,247,850,965,805,760,391,67,77,60534
ZCTA5 60536,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,7,8,6,7,0,0,0,60536
ZCTA5 60537,539,7,0,0,0,0,0,0,0,0,0,3,2,7,0,0,200,63,61,40,60,71,18,0,7,60537
ZCTA5 60538,19437,556,0,29,0,0,23,16,0,215,9,245,37,165,207,358,4985,897,1583,2736,2403,3881,877,145,70,60538
ZCTA5 60539,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,30,0,10,0,20,50,0,60539
ZCTA5 60540,28848,146,0,0,0,0,0,17,6,94,3,104,20,8,10,131,2669,496,1023,1724,1443,10615,7658,1441,1240,60540
ZCTA5 60541,2224,4,0,0,0,0,0,0,2,1,0,1,2,31,8,30,519,107,254,344,343,413,136,20,9,60541
ZCTA5 60542,13246,127,0,0,0,0,15,18,0,140,29,113,90,111,103,149,2320,238,1034,2133,1230,3549,1590,115,142,60542
ZCTA5 60543,28060,115,13,0,17,46,91,14,0,30,73,135,49,162,293,437,5374,766,1936,3889,2641,7112,4041,317,509,60543
ZCTA5 60544,18801,60,0,0,0,2,9,29,0,81,0,107,58,214,49,280,3672,573,1423,2586,1389,5295,2535,275,164,60544
ZCTA5 60545,9354,254,0,0,0,0,0,0,53,55,0,6,10,66,138,73,2547,352,869,1516,1208,1591,558,30,28,60545
ZCTA5 60546,11302,57,0,0,0,0,0,0,0,21,0,97,8,67,90,44,1869,118,505,1019,663,3550,2112,691,391,60546
ZCTA5 60548,8036,147,0,0,0,0,0,0,8,0,0,32,49,99,23,168,2356,384,863,1050,1125,1158,488,74,12,60548
ZCTA5 60549,517,0,0,0,0,0,0,0,0,0,0,0,7,64,0,0,97,21,60,76,53,139,0,0,0,60549
ZCTA5 60550,680,4,0,0,0,0,3,4,0,1,0,0,0,10,8,2,177,18,51,195,32,95,69,9,2,60550
ZCTA5 60551,4245,40,0,0,0,0,0,0,0,15,0,63,25,142,308,113,1270,326,396,516,321,481,217,8,4,60551
ZCTA5 60552,3295,9,0,0,0,0,0,0,0,9,0,0,34,15,3,16,745,121,557,464,253,755,242,9,63,60552
ZCTA5 60553,497,0,0,0,0,0,0,0,0,1,0,3,0,6,5,2,137,15,41,86,49,104,46,0,2,60553
ZCTA5 60554,8425,135,0,0,0,0,73,0,0,0,0,0,0,44,52,51,1507,213,587,1106,625,2419,1279,160,174,60554
ZCTA5 60555,10583,520,0,13,0,46,0,0,0,234,36,119,148,37,88,210,1664,238,481,1198,715,2876,1554,206,200,60555
ZCTA5 60556,1241,0,0,0,0,0,0,0,0,42,13,0,20,10,5,23,362,25,122,157,95,244,91,5,27,60556
ZCTA5 60557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60557
ZCTA5 60558,8408,14,0,0,0,0,0,0,0,0,11,7,0,0,4,8,608,26,126,422,135,4039,2114,725,169,60558
ZCTA5 60559,18265,319,0,0,0,0,42,0,0,20,13,44,145,55,102,145,3573,300,964,2150,1294,5281,2607,716,495,60559
ZCTA5 60560,19151,225,0,0,0,0,0,0,45,4,1,5,66,89,260,308,3878,448,1701,2978,1879,5150,1741,202,171,60560
ZCTA5 60561,17003,117,0,0,0,0,0,53,0,0,13,52,8,170,40,348,2708,312,1056,2122,1183,5447,2286,674,414,60561
ZCTA5 60563,27747,293,16,0,2,0,14,20,0,57,0,73,82,110,18,336,2076,197,1122,2583,1760,11298,6008,959,723,60563
ZCTA5 60564,31592,90,6,0,7,0,41,0,62,4,0,57,25,58,79,206,2820,275,1229,2005,1198,12456,8799,1171,1004,60564
ZCTA5 60565,27561,218,0,0,0,0,0,56,33,9,25,48,0,96,80,322,2171,188,903,2146,1448,10278,7077,1245,1218,60565
ZCTA5 60585,16496,189,25,0,0,22,0,0,20,15,0,25,12,103,47,152,2098,95,749,1686,1398,6300,2701,478,381,60585
ZCTA5 60586,30452,355,25,0,1,107,1,8,24,28,14,68,19,177,432,732,6720,1213,2464,3794,3208,6913,3400,457,292,60586
ZCTA5 60601,12305,323,0,0,0,0,0,0,0,0,0,0,0,0,0,238,88,0,83,647,601,5008,3301,1036,980,60601
ZCTA5 60602,1058,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,174,0,0,120,68,243,391,0,41,60602
ZCTA5 60603,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,405,138,179,136,60603
ZCTA5 60604,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,205,265,43,41,60604
ZCTA5 60605,27342,307,0,0,0,8,0,0,0,0,0,30,172,102,42,97,1097,229,272,1472,851,11224,6132,3592,1715,60605
ZCTA5 60606,3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,40,87,63,1170,1053,291,434,60606
ZCTA5 60607,23219,52,0,0,0,191,0,0,0,16,27,36,73,79,56,128,969,152,620,912,948,10113,5586,2010,1251,60607
ZCTA5 60608,58919,2735,3,147,108,184,371,88,299,1819,85,1134,1242,1763,1650,1740,10857,1956,2405,6542,2961,12179,6329,1023,1299,60608
ZCTA5 60609,41223,1732,12,9,114,116,510,347,126,1760,175,1030,583,753,1027,1326,11026,1875,2150,5282,2969,4948,2381,657,315,60609
ZCTA5 60610,35823,135,0,0,0,0,0,0,0,0,22,138,86,80,444,213,1500,392,484,2125,1008,17191,7416,3201,1388,60610
ZCTA5 60611,31640,172,0,0,0,0,0,0,0,0,0,0,0,0,0,86,860,79,493,1487,539,11322,8810,5385,2407,60611
ZCTA5 60612,24953,330,0,0,13,0,0,23,17,113,24,288,143,305,531,634,4152,901,1931,3141,1516,5783,3280,1079,749,60612
ZCTA5 60613,41641,459,14,13,0,0,32,18,0,97,20,122,56,259,43,266,2538,260,1317,3059,2077,18051,9430,2701,809,60613
ZCTA5 60614,50254,138,0,0,0,46,7,0,5,124,2,202,82,122,182,42,1414,247,862,1926,1026,23449,13386,4817,2175,60614
ZCTA5 60615,30401,241,0,1,29,32,3,4,3,98,0,91,71,287,435,510,2755,806,1296,2635,1815,7553,7188,1895,2653,60615
ZCTA5 60616,41879,1828,34,0,0,74,121,82,159,405,84,542,269,241,413,1475,6506,1313,1602,3785,1689,11262,6613,2333,1049,60616
ZCTA5 60617,51124,1634,0,34,130,221,251,121,171,1377,99,726,827,1022,1045,1301,13145,2270,3845,8096,4274,6218,3748,283,286,60617
ZCTA5 60618,66307,1740,17,27,9,164,225,192,175,1178,87,531,472,303,296,916,8750,1740,2685,4787,3294,23449,11198,2863,1209,60618
ZCTA5 60619,42728,505,0,0,0,87,0,0,63,174,80,290,380,492,1269,868,9087,1832,4107,8055,3235,7981,3077,737,409,60619
ZCTA5 60620,43975,611,10,44,0,11,61,7,14,146,16,415,505,588,1332,1325,11914,2688,3663,7793,3682,5453,2885,358,454,60620
ZCTA5 60621,19829,508,0,0,0,0,68,68,11,536,41,354,257,678,1350,655,5706,1115,1555,3186,1486,1748,377,53,77,60621
ZCTA5 60622,44006,623,0,0,12,146,77,58,117,238,157,177,186,118,97,414,3063,377,1045,2704,1494,19580,9331,2803,1189,60622
ZCTA5 60623,52453,2749,17,54,200,425,444,318,272,3284,223,2016,809,1110,1697,1850,15037,2250,2455,6104,2879,5491,1863,480,426,60623
ZCTA5 60624,22504,457,0,21,69,0,0,0,39,670,44,211,282,937,1157,971,5929,1291,2234,3546,1590,1855,1118,58,25,60624
ZCTA5 60625,54687,1305,14,0,4,111,265,234,269,1594,162,947,200,477,253,670,7248,1186,1851,5156,2452,18353,9110,1734,1092,60625
ZCTA5 60626,35898,1001,0,0,6,125,24,89,45,514,144,413,390,239,203,440,4162,962,1681,3705,2177,11808,5519,838,1413,60626
ZCTA5 60628,42007,617,26,46,0,0,22,9,84,393,68,336,475,792,1208,1293,10485,1493,3883,7698,3143,5959,3489,277,211,60628
ZCTA5 60629,67189,4565,22,83,7,103,711,253,307,2941,193,1949,805,1321,1586,3848,20080,3973,4064,6634,3377,7293,2240,605,229,60629
ZCTA5 60630,40694,698,0,17,77,0,37,78,45,370,95,379,108,437,227,813,7953,1352,1836,4911,3174,11996,4703,859,529,60630
ZCTA5 60631,21688,67,69,0,0,0,0,35,56,37,13,125,12,155,69,253,4079,368,1173,2437,1504,6896,3441,394,505,60631
ZCTA5 60632,58756,6006,21,26,98,47,549,340,353,3675,148,1770,855,912,624,3237,16258,3373,3365,5102,3534,5861,2071,247,284,60632
ZCTA5 60633,8587,168,0,0,0,0,15,3,0,167,66,61,70,111,320,274,2530,271,819,1500,677,1013,421,48,53,60633
ZCTA5 60634,53203,1846,0,4,0,96,153,126,87,502,145,947,214,676,355,1919,12959,2426,4559,7027,4604,9800,3734,581,443,60634
ZCTA5 60636,21865,596,57,0,6,18,120,55,120,380,201,257,446,615,891,1147,6841,1415,1275,3461,1591,1650,574,48,101,60636
ZCTA5 60637,32286,224,0,0,0,1,84,30,25,50,101,210,233,574,880,991,5876,1197,2142,4992,2032,4708,4565,1077,2294,60637
ZCTA5 60638,39192,917,0,25,0,21,135,70,61,963,240,920,595,230,973,1235,10610,1439,2958,4916,3063,6394,2763,193,471,60638
ZCTA5 60639,54755,4061,86,79,53,245,305,325,386,3469,257,1371,988,1002,1057,2340,15282,1989,3122,5965,3459,6086,1988,529,311,60639
ZCTA5 60640,54305,864,0,33,0,0,30,64,31,379,16,479,205,406,497,729,5592,1133,1746,5126,2832,18982,11582,2073,1506,60640
ZCTA5 60641,48492,1657,16,0,54,69,144,150,91,938,91,883,657,849,581,1429,9522,1881,2874,5210,3051,11896,4587,1211,651,60641
ZCTA5 60642,18160,242,0,0,0,0,62,0,0,0,0,76,48,37,83,114,1215,365,509,948,408,9027,3486,979,561,60642
ZCTA5 60643,32142,200,0,0,0,0,5,0,9,121,13,100,125,355,439,617,5597,1244,2451,5707,2363,7217,4501,651,427,60643
ZCTA5 60644,31465,576,12,0,0,29,33,68,0,503,76,484,475,959,967,705,10942,1514,2709,5059,2511,2388,1194,227,34,60644
ZCTA5 60645,31648,1337,0,0,11,200,79,253,19,506,56,464,207,168,206,549,5156,1174,1357,3507,2087,8383,4566,731,632,60645
ZCTA5 60646,20861,339,0,0,0,0,0,36,14,22,0,166,46,68,61,249,2399,489,933,2100,1189,6532,4106,1423,689,60646
ZCTA5 60647,64078,1201,0,18,63,46,121,72,193,693,69,779,220,577,342,867,7394,1322,1797,5037,3201,24624,10681,3279,1482,60647
ZCTA5 60649,35453,606,0,0,0,275,4,2,16,61,21,315,283,752,1074,561,8304,1534,2559,7132,3001,4692,3483,453,325,60649
ZCTA5 60651,41405,2049,12,0,91,139,341,81,130,756,703,547,345,639,1142,1297,12495,1904,3056,5284,2919,4598,2436,187,254,60651
ZCTA5 60652,27587,1238,54,0,4,62,51,165,55,411,94,325,453,404,512,1227,6794,2098,2479,3399,1798,3647,1886,126,305,60652
ZCTA5 60653,23094,335,0,0,0,0,0,0,13,153,12,223,392,348,637,300,3895,953,1200,4420,1445,4641,2946,575,606,60653
ZCTA5 60654,22401,19,0,0,0,0,5,0,0,0,0,12,0,0,0,94,686,5,207,613,260,10929,5258,3397,916,60654
ZCTA5 60655,19035,152,2,0,0,0,17,0,22,19,0,174,8,107,31,191,3156,212,1367,2784,1903,5094,3369,311,116,60655
ZCTA5 60656,21738,464,0,0,0,0,60,11,100,28,9,208,104,151,137,463,4819,648,1057,2731,1449,5598,2932,562,207,60656
ZCTA5 60657,54669,308,0,0,0,0,14,0,0,72,9,25,42,62,56,117,2144,390,706,2331,1059,27044,13879,4886,1525,60657
ZCTA5 60659,26450,1124,0,0,12,36,211,97,115,449,0,452,234,301,193,506,4874,987,1387,2821,1359,6540,3706,415,631,60659
ZCTA5 60660,32456,417,3,18,5,23,10,7,22,114,14,231,51,266,259,549,4261,1152,1099,3509,1915,10706,5757,1219,849,60660
ZCTA5 60661,9747,0,0,0,0,0,0,0,0,36,0,0,0,0,32,56,96,96,190,394,340,4304,3081,966,156,60661
ZCTA5 60706,17803,484,18,0,0,0,44,7,20,116,38,385,103,325,112,664,4331,547,1053,2300,1401,3701,1600,312,242,60706
ZCTA5 60707,29636,933,24,0,24,112,25,161,99,247,52,565,114,275,208,894,6418,876,2672,3516,2680,5825,3192,492,232,60707
ZCTA5 60712,9377,122,0,0,0,0,0,18,4,83,36,111,8,32,31,171,1303,161,310,1117,572,3162,1289,615,232,60712
ZCTA5 60714,23106,506,10,0,0,120,31,47,39,148,68,320,476,209,115,604,5130,508,1236,2709,1742,6382,1796,339,571,60714
ZCTA5 60803,15078,295,0,82,69,19,9,17,30,39,17,212,180,267,143,391,4137,627,1601,2367,1699,1950,779,55,93,60803
ZCTA5 60804,51341,3448,0,7,139,139,654,661,214,4889,232,1380,1088,902,1211,1481,16754,2695,1850,5074,2967,3848,1239,386,83,60804
ZCTA5 60805,13174,131,6,0,0,0,0,0,0,99,0,98,54,112,53,375,2370,369,970,1419,1487,3719,1683,134,95,60805
ZCTA5 60827,14652,374,0,0,0,0,41,0,5,33,0,107,38,254,417,435,3937,687,1343,3213,1323,1570,840,4,31,60827
ZCTA5 60901,22389,581,13,42,13,20,16,0,15,252,142,315,376,247,477,533,6722,1127,1809,4043,2093,2076,1124,217,136,60901
ZCTA5 60910,430,29,0,0,0,0,5,1,0,1,0,0,5,3,5,8,111,7,34,110,29,51,22,6,3,60910
ZCTA5 60911,883,7,0,0,0,0,0,0,0,0,0,0,24,22,19,10,194,53,105,135,118,144,52,0,0,60911
ZCTA5 60912,383,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,235,8,40,45,29,12,2,0,2,60912
ZCTA5 60913,1243,4,0,0,0,0,0,0,0,0,0,0,12,19,6,22,442,8,84,218,166,203,51,0,8,60913
ZCTA5 60914,18401,180,0,0,18,0,0,18,0,48,19,28,32,199,121,157,5187,616,1192,2683,1950,3678,1639,273,363,60914
ZCTA5 60915,6688,41,0,0,0,0,2,0,0,0,0,90,120,16,101,122,1999,427,874,1333,753,522,212,43,33,60915
ZCTA5 60917,346,2,0,0,0,0,0,0,0,0,6,0,0,5,63,5,121,10,31,30,22,27,13,11,0,60917
ZCTA5 60918,551,0,0,0,0,0,0,0,0,0,0,0,5,13,0,11,191,22,81,77,64,72,11,0,4,60918
