NAME,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,zip code tabulation area
ZCTA5 52774,38,1,0,1,0,0,6,1,1,0,6,3,6,2,4,5,2,52774
ZCTA5 52776,1861,63,40,23,86,39,24,42,57,0,211,270,247,394,121,134,110,52776
ZCTA5 52777,570,7,2,19,10,18,118,44,23,17,26,59,42,58,74,24,29,52777
ZCTA5 52778,1675,21,74,47,52,35,138,17,74,18,123,197,276,290,87,157,69,52778
ZCTA5 52801,1054,205,131,46,42,77,73,41,19,8,71,99,162,34,17,9,20,52801
ZCTA5 52802,3802,208,145,170,208,388,178,124,166,99,413,371,488,447,232,144,21,52802
ZCTA5 52803,9211,566,276,317,317,421,304,355,472,399,779,1118,1313,949,493,660,472,52803
ZCTA5 52804,11364,662,693,371,377,346,326,379,452,478,819,1472,1492,1058,881,878,680,52804
ZCTA5 52806,11241,518,197,298,342,396,657,367,515,302,687,1398,1820,1457,834,918,535,52806
ZCTA5 52807,7543,377,159,282,320,340,296,220,320,215,515,804,847,568,563,779,938,52807
ZCTA5 53001,737,6,10,9,25,12,10,24,15,19,56,42,181,115,98,63,52,53001
ZCTA5 53002,934,5,24,0,0,4,16,9,16,105,27,18,129,204,108,158,111,53002
ZCTA5 53003,69,5,4,0,0,0,0,0,3,4,4,24,11,5,5,0,4,53003
ZCTA5 53004,1380,38,11,5,16,145,32,20,7,19,108,207,222,131,130,126,163,53004
ZCTA5 53005,8455,221,60,35,67,80,116,171,72,184,347,581,1061,1124,979,1343,2014,53005
ZCTA5 53006,786,13,0,93,5,9,14,8,37,9,68,70,124,111,82,96,47,53006
ZCTA5 53007,798,42,61,43,29,6,33,43,1,36,105,54,112,79,109,29,16,53007
ZCTA5 53010,3130,41,65,97,57,121,60,65,112,100,222,263,436,351,294,545,301,53010
ZCTA5 53011,890,31,12,15,8,10,14,26,32,29,77,80,175,127,83,112,59,53011
ZCTA5 53012,8002,226,169,140,327,188,201,239,350,197,354,702,1043,737,598,1055,1476,53012
ZCTA5 53013,1389,55,4,9,53,79,44,44,80,55,57,110,222,195,173,95,114,53013
ZCTA5 53014,3496,127,138,98,110,124,36,139,49,111,342,413,498,456,259,357,239,53014
ZCTA5 53015,1042,28,14,16,20,14,38,27,24,31,115,114,169,139,123,120,50,53015
ZCTA5 53016,164,6,1,5,13,8,7,4,8,9,5,33,23,15,6,14,7,53016
ZCTA5 53017,1868,35,14,0,0,12,65,23,22,18,28,98,137,153,290,496,477,53017
ZCTA5 53018,3401,97,47,55,38,51,56,31,56,33,231,290,362,365,305,589,795,53018
ZCTA5 53019,732,7,5,8,18,46,21,21,27,17,48,82,122,95,91,48,76,53019
ZCTA5 53020,1537,48,11,28,29,37,47,53,89,23,111,122,235,165,133,243,163,53020
ZCTA5 53021,1704,51,19,15,45,21,24,54,25,46,130,153,358,188,222,242,111,53021
ZCTA5 53022,8274,246,170,86,128,117,306,245,259,271,406,701,1150,1000,772,1156,1261,53022
ZCTA5 53023,560,10,10,5,7,8,15,13,32,51,52,36,83,60,60,56,62,53023
ZCTA5 53024,8273,235,114,116,198,298,333,272,225,300,490,602,1310,1037,716,1006,1021,53024
ZCTA5 53027,9635,314,287,302,230,251,273,179,215,314,883,689,1280,1373,1041,1207,797,53027
ZCTA5 53029,8511,171,47,170,229,166,444,161,291,237,400,762,894,927,673,983,1956,53029
ZCTA5 53031,24,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,53031
ZCTA5 53032,2344,84,171,90,34,60,127,99,182,146,260,258,266,261,119,94,93,53032
ZCTA5 53033,2478,84,46,84,62,12,145,59,38,2,89,54,225,218,180,300,880,53033
ZCTA5 53034,642,7,21,13,19,22,17,19,20,21,49,83,125,96,48,52,30,53034
ZCTA5 53035,984,25,3,17,18,18,16,21,19,28,47,102,130,172,113,180,75,53035
ZCTA5 53036,1405,8,0,4,10,18,24,118,53,0,110,59,382,154,87,276,102,53036
ZCTA5 53037,4390,162,32,69,97,89,120,61,76,165,268,389,818,608,436,532,468,53037
ZCTA5 53038,1616,39,39,19,71,22,46,32,23,40,87,167,274,135,177,269,176,53038
ZCTA5 53039,1670,112,39,40,42,53,31,41,55,31,79,246,277,206,203,110,105,53039
ZCTA5 53040,3356,98,76,89,100,126,24,87,23,72,236,381,463,359,531,526,165,53040
ZCTA5 53042,2800,52,92,26,89,57,92,124,90,55,128,438,399,361,355,259,183,53042
ZCTA5 53044,885,11,0,0,2,9,48,9,4,8,30,38,126,105,117,154,224,53044
ZCTA5 53045,9680,246,162,88,176,605,127,65,218,190,384,506,1090,1039,855,1236,2693,53045
ZCTA5 53046,718,3,12,0,7,9,134,7,18,11,23,34,173,51,19,121,96,53046
ZCTA5 53047,50,4,0,0,0,3,14,0,0,9,6,0,7,2,5,0,0,53047
ZCTA5 53048,1513,31,52,48,68,86,22,41,44,61,123,182,160,292,75,151,77,53048
ZCTA5 53049,986,17,7,4,50,16,19,15,6,23,37,150,207,139,147,89,60,53049
ZCTA5 53050,3118,112,24,84,72,138,72,139,121,159,349,374,238,546,231,345,114,53050
ZCTA5 53051,16407,489,235,291,761,376,465,276,750,339,877,1242,2101,1785,1500,2068,2852,53051
ZCTA5 53057,738,9,6,3,28,2,18,13,24,27,50,75,98,210,38,77,60,53057
ZCTA5 53058,1344,29,3,10,51,64,2,2,22,12,135,103,198,103,119,139,352,53058
ZCTA5 53059,689,25,12,9,2,14,24,25,22,19,52,64,155,108,51,70,37,53059
ZCTA5 53061,2275,22,49,70,100,290,36,71,96,118,183,227,222,242,257,96,196,53061
ZCTA5 53063,624,10,14,7,5,16,6,11,76,14,13,51,89,128,57,65,62,53063
ZCTA5 53065,910,19,2,24,3,24,13,25,33,26,73,82,133,89,90,202,72,53065
ZCTA5 53066,15148,346,189,402,349,533,374,238,330,244,733,1244,1633,1712,1592,2233,2996,53066
ZCTA5 53069,360,0,0,0,0,0,11,27,14,18,0,11,56,17,99,32,75,53069
ZCTA5 53070,2003,81,47,4,60,62,55,91,46,47,139,237,185,220,260,285,184,53070
ZCTA5 53072,12037,263,194,80,291,267,174,277,476,723,925,1111,1365,1174,1000,1148,2569,53072
ZCTA5 53073,6468,223,152,161,149,435,93,173,255,224,722,602,932,876,456,578,437,53073
ZCTA5 53074,5958,189,162,214,142,112,132,341,253,198,450,675,798,706,460,583,543,53074
ZCTA5 53075,1377,34,22,14,18,39,74,20,34,35,70,138,235,200,139,177,128,53075
ZCTA5 53076,1096,18,0,1,41,18,8,13,16,12,51,151,137,136,133,128,233,53076
ZCTA5 53078,719,9,20,8,38,0,11,22,5,19,16,124,114,91,102,62,78,53078
ZCTA5 53079,620,10,0,11,4,20,32,27,14,15,84,56,83,78,65,91,30,53079
ZCTA5 53080,2377,136,41,18,55,124,112,23,167,109,207,113,337,323,188,246,178,53080
ZCTA5 53081,18980,1197,598,539,524,686,877,927,889,609,1862,2719,2615,1611,1391,1139,797,53081
ZCTA5 53083,8970,267,147,192,167,242,294,297,557,422,717,1171,1261,1050,643,807,736,53083
ZCTA5 53085,5147,118,99,85,311,191,154,104,253,159,365,776,737,602,261,616,316,53085
ZCTA5 53086,3980,50,31,68,63,30,199,48,140,105,198,360,446,841,259,699,443,53086
ZCTA5 53088,115,16,0,0,8,6,1,2,2,14,10,20,13,13,2,6,2,53088
ZCTA5 53089,7861,306,119,109,211,235,154,175,260,224,385,581,692,712,881,963,1854,53089
ZCTA5 53090,8884,279,215,164,366,229,202,215,205,283,679,874,1428,1221,833,926,765,53090
ZCTA5 53091,834,27,7,30,15,41,29,22,36,40,40,95,109,109,120,51,63,53091
ZCTA5 53092,8460,272,97,70,212,308,210,154,230,134,610,480,754,667,415,1044,2803,53092
ZCTA5 53093,790,12,2,9,15,12,19,19,20,40,59,77,103,141,53,118,91,53093
ZCTA5 53094,7214,298,131,231,178,255,189,266,200,303,675,1013,1091,1027,559,584,214,53094
ZCTA5 53095,12101,309,211,285,355,689,341,261,355,472,1179,1256,1407,1439,1228,1159,1155,53095
ZCTA5 53097,2489,48,6,33,7,51,9,43,37,94,133,108,247,237,284,294,858,53097
ZCTA5 53098,4604,159,73,145,108,130,340,240,135,295,318,382,804,538,304,280,353,53098
ZCTA5 53099,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,53099
ZCTA5 53103,1561,13,6,0,11,8,47,51,6,27,82,102,240,140,450,202,176,53103
ZCTA5 53104,2280,47,37,30,41,112,68,58,48,53,120,179,206,257,151,513,360,53104
ZCTA5 53105,11851,340,228,175,343,309,466,330,390,400,557,952,2048,1418,1393,1453,1049,53105
ZCTA5 53108,1379,17,0,1,32,43,13,58,20,195,63,150,173,202,131,118,163,53108
ZCTA5 53110,8475,468,277,325,247,388,429,194,162,313,874,1219,1417,814,326,626,396,53110
ZCTA5 53114,809,83,10,9,28,10,15,30,47,19,87,72,121,108,63,56,51,53114
ZCTA5 53115,7086,292,249,159,292,285,330,248,262,394,534,697,922,793,466,639,524,53115
ZCTA5 53118,2990,48,30,113,35,45,75,32,95,41,136,313,343,420,312,407,545,53118
ZCTA5 53119,2289,25,32,40,5,0,24,57,29,35,190,104,508,193,280,339,428,53119
ZCTA5 53120,4490,138,82,70,150,72,114,138,64,133,191,344,938,460,290,566,740,53120
ZCTA5 53121,7667,252,186,72,190,296,255,158,226,231,438,1006,1059,949,659,736,954,53121
ZCTA5 53122,2293,56,9,35,9,27,40,51,27,46,58,165,182,209,176,448,755,53122
ZCTA5 53125,856,65,4,7,6,26,16,20,37,4,41,66,89,83,54,91,247,53125
ZCTA5 53126,2804,91,20,31,88,38,19,144,86,120,159,135,430,318,285,287,553,53126
ZCTA5 53127,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,53127
ZCTA5 53128,3319,136,14,33,49,96,48,103,103,116,396,368,376,501,221,423,336,53128
ZCTA5 53129,6091,311,51,244,120,233,78,100,232,114,376,505,902,648,588,1069,520,53129
ZCTA5 53130,3195,90,32,21,155,79,85,176,104,110,152,343,512,278,376,252,430,53130
ZCTA5 53132,13763,595,249,212,309,362,490,195,323,201,683,969,1837,1397,1293,2172,2476,53132
ZCTA5 53137,651,25,3,13,6,14,20,9,36,10,25,17,84,111,119,91,68,53137
ZCTA5 53139,1033,13,20,34,9,20,12,37,10,32,69,71,193,149,98,103,163,53139
ZCTA5 53140,13197,972,626,591,505,564,741,640,502,526,1284,1484,1709,853,902,587,711,53140
ZCTA5 53142,13774,533,297,211,425,202,301,292,383,649,830,1412,2034,1580,1311,1977,1337,53142
ZCTA5 53143,8258,417,142,497,348,238,521,289,271,351,546,778,1310,881,549,777,343,53143
ZCTA5 53144,10527,316,212,218,404,368,310,612,399,465,727,1121,1219,1101,1217,978,860,53144
ZCTA5 53146,2979,54,56,152,56,166,37,79,48,86,251,139,321,421,180,464,469,53146
ZCTA5 53147,8348,306,145,197,180,206,150,133,286,414,610,966,1242,950,773,780,1010,53147
ZCTA5 53149,7405,114,80,141,117,115,173,102,114,104,413,747,1085,934,560,1238,1368,53149
ZCTA5 53150,10686,207,188,292,271,284,114,414,244,107,556,866,1333,1243,976,1520,2071,53150
ZCTA5 53151,13958,287,218,178,138,301,476,197,268,377,687,1142,2599,1659,1478,1614,2339,53151
ZCTA5 53153,971,15,0,5,16,0,4,15,31,20,33,33,121,97,85,215,281,53153
ZCTA5 53154,15728,370,341,333,266,436,574,392,417,406,674,1336,2697,2157,1595,2032,1702,53154
ZCTA5 53156,1306,28,18,108,24,12,25,50,23,39,129,128,157,204,114,145,102,53156
ZCTA5 53157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53157
ZCTA5 53158,7271,207,114,121,286,36,224,80,235,240,245,672,845,850,483,1359,1274,53158
ZCTA5 53167,93,1,0,24,0,0,0,0,0,21,0,23,24,0,0,0,0,53167
ZCTA5 53168,3807,7,109,91,100,108,70,57,118,113,305,398,477,434,327,515,578,53168
ZCTA5 53170,796,23,37,0,0,13,14,29,54,56,68,55,149,65,39,129,65,53170
ZCTA5 53172,8420,308,282,319,339,246,180,257,516,364,516,956,1338,1084,559,641,515,53172
ZCTA5 53176,38,0,0,0,0,0,0,0,14,13,0,0,11,0,0,0,0,53176
ZCTA5 53177,2610,96,31,59,0,40,56,67,47,114,219,322,359,258,263,285,394,53177
ZCTA5 53178,1028,23,27,17,26,6,39,26,32,12,71,101,135,162,62,177,112,53178
ZCTA5 53179,2538,235,32,72,0,87,38,46,28,44,56,201,541,321,99,488,250,53179
ZCTA5 53181,3681,146,43,96,69,67,114,142,56,52,295,310,483,572,351,429,456,53181
ZCTA5 53182,3473,69,143,27,38,147,121,81,116,74,152,256,422,577,269,462,519,53182
ZCTA5 53183,1058,12,5,11,8,11,25,11,5,43,63,93,161,180,137,137,156,53183
ZCTA5 53184,1545,88,49,43,38,48,35,37,61,62,93,127,243,171,114,144,192,53184
ZCTA5 53185,7759,226,46,188,117,314,183,74,206,113,396,894,1010,741,879,1331,1041,53185
ZCTA5 53186,14758,489,488,349,532,364,368,785,696,567,1215,1559,1828,2009,1135,1443,931,53186
ZCTA5 53188,14693,410,296,369,339,511,319,531,510,433,1081,1096,2002,1889,1468,1723,1716,53188
ZCTA5 53189,10334,213,256,181,200,223,140,293,305,182,402,752,955,1553,1038,1529,2112,53189
ZCTA5 53190,7126,827,255,220,229,309,257,358,236,169,406,631,934,682,846,432,335,53190
ZCTA5 53191,1378,25,38,55,29,125,31,21,44,35,83,196,91,90,146,160,209,53191
ZCTA5 53192,111,0,0,1,0,0,0,0,0,0,0,49,0,0,21,40,0,53192
ZCTA5 53195,40,0,0,3,0,0,0,0,0,0,0,3,20,11,0,3,0,53195
ZCTA5 53202,16850,1186,812,546,774,603,548,548,664,373,1072,1779,2512,1204,945,1335,1949,53202
ZCTA5 53203,1585,88,6,39,48,9,0,58,39,43,101,214,337,116,109,192,186,53203
ZCTA5 53204,13964,1034,1237,615,485,982,965,768,708,912,1386,1334,1102,1027,376,704,329,53204
ZCTA5 53205,3539,520,420,340,307,103,246,226,78,156,125,232,411,148,92,122,13,53205
ZCTA5 53206,7572,1100,1028,624,531,592,314,481,324,353,392,613,513,319,106,173,109,53206
ZCTA5 53207,16423,514,433,387,578,478,586,529,485,515,1293,2076,2298,1858,1514,1599,1280,53207
ZCTA5 53208,11696,1111,855,328,637,644,655,374,457,581,709,1079,1442,1036,505,802,481,53208
ZCTA5 53209,19518,1599,1813,1031,1125,1039,908,753,838,1023,1675,1735,2101,1395,875,824,784,53209
ZCTA5 53210,9155,1003,464,552,633,402,437,252,660,325,843,1123,1079,571,272,313,226,53210
ZCTA5 53211,15146,1081,607,478,633,301,719,385,568,597,908,1274,1250,1439,895,1517,2494,53211
ZCTA5 53212,13613,1107,991,612,803,694,1066,644,645,700,858,1430,1209,797,580,806,671,53212
ZCTA5 53213,12590,375,160,197,299,269,429,380,543,385,837,1050,1317,1862,951,1510,2026,53213
ZCTA5 53214,16192,1029,693,396,574,585,718,551,859,935,1601,2050,2063,1678,906,1001,553,53214
ZCTA5 53215,19328,1279,927,1053,929,805,1359,750,992,786,1996,2110,2431,1408,1074,740,689,53215
ZCTA5 53216,11954,995,1081,571,515,514,843,647,654,457,1059,1140,1205,1170,404,435,264,53216
ZCTA5 53217,11605,293,196,149,158,231,333,172,278,168,489,833,1323,878,898,1559,3647,53217
ZCTA5 53218,15127,1614,835,745,866,789,1079,619,930,576,1315,1476,2210,783,704,268,318,53218
ZCTA5 53219,15157,776,542,340,411,740,463,873,909,673,1051,1342,2358,1854,1189,1009,627,53219
ZCTA5 53220,12245,583,249,447,432,442,411,509,371,704,1001,1540,1662,1305,1167,774,648,53220
ZCTA5 53221,16293,894,526,428,636,742,850,788,840,678,1348,1535,2748,1448,1065,1014,753,53221
ZCTA5 53222,10798,515,412,279,327,328,188,378,339,208,911,1282,1891,1272,735,967,766,53222
ZCTA5 53223,12006,748,832,348,348,463,655,506,440,616,943,1319,1381,1190,703,675,839,53223
ZCTA5 53224,8005,419,307,260,443,303,308,309,435,311,570,632,874,1345,316,614,559,53224
ZCTA5 53225,10014,590,452,305,277,452,453,407,610,712,907,1362,1237,1102,415,486,247,53225
ZCTA5 53226,8617,246,223,241,181,311,207,86,171,355,451,795,1286,834,914,933,1383,53226
ZCTA5 53227,10844,449,572,259,252,495,529,361,258,395,900,1140,1748,1255,786,954,491,53227
ZCTA5 53228,7027,516,152,118,234,148,263,195,338,225,763,560,1047,827,504,629,508,53228
ZCTA5 53233,4731,990,785,339,338,268,311,235,303,146,346,115,253,209,72,5,16,53233
ZCTA5 53235,5197,532,348,135,280,82,81,186,239,232,593,410,448,505,295,318,513,53235
ZCTA5 53295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53295
ZCTA5 53402,14451,661,333,308,354,537,835,471,482,444,1436,1296,2315,1369,1301,1007,1302,53402
ZCTA5 53403,10993,710,605,223,517,568,399,620,611,420,851,1286,1223,1008,630,707,615,53403
ZCTA5 53404,4987,329,162,197,231,515,216,326,319,180,307,846,503,376,190,182,108,53404
ZCTA5 53405,11068,478,274,276,276,333,349,427,310,556,1382,1456,1535,992,969,981,474,53405
ZCTA5 53406,11496,494,453,270,323,369,148,289,385,352,585,1411,1766,1463,905,1189,1094,53406
ZCTA5 53501,85,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,53501
ZCTA5 53502,992,20,63,12,31,18,34,30,16,30,58,143,116,161,78,84,98,53502
ZCTA5 53503,875,13,36,8,13,32,9,31,30,39,80,104,131,89,110,77,73,53503
ZCTA5 53504,962,25,45,14,30,54,29,28,21,25,93,70,169,116,61,124,58,53504
ZCTA5 53505,164,3,0,0,2,2,2,2,11,6,14,23,19,4,22,11,43,53505
ZCTA5 53506,427,25,19,13,18,25,23,8,15,14,55,46,53,43,18,34,18,53506
ZCTA5 53507,940,14,42,26,8,12,2,17,30,31,37,67,107,124,126,164,133,53507
ZCTA5 53508,2307,32,16,38,51,102,43,33,40,52,134,204,410,291,243,388,230,53508
ZCTA5 53510,587,31,28,41,2,10,7,9,32,12,59,42,81,90,54,52,37,53510
ZCTA5 53511,18392,988,647,482,686,818,805,924,718,782,1341,1916,2993,1725,1153,1401,1013,53511
ZCTA5 53515,1047,10,49,12,32,56,23,21,19,25,103,76,123,134,94,132,138,53515
ZCTA5 53516,985,41,26,26,13,25,26,42,14,28,60,115,139,92,115,107,116,53516
ZCTA5 53517,796,21,36,11,13,14,19,25,18,21,46,122,136,80,41,78,115,53517
ZCTA5 53518,654,57,15,15,31,10,19,26,19,38,56,128,104,52,20,42,22,53518
ZCTA5 53520,2914,165,97,98,89,100,104,83,169,84,177,286,512,371,211,228,140,53520
ZCTA5 53521,1393,17,15,15,21,43,24,42,25,17,114,93,224,159,155,258,171,53521
ZCTA5 53522,384,15,9,14,9,3,14,9,19,12,20,34,71,38,58,26,33,53522
ZCTA5 53523,2158,94,101,23,31,60,26,44,36,36,173,169,265,332,256,207,305,53523
ZCTA5 53525,1641,58,18,18,62,28,38,57,71,51,146,229,217,132,154,123,239,53525
ZCTA5 53526,216,10,6,9,7,4,3,7,4,7,6,28,54,24,16,12,19,53526
ZCTA5 53527,4874,86,44,50,11,49,33,135,261,7,318,308,655,361,681,1048,827,53527
ZCTA5 53528,2494,41,20,39,38,25,106,38,40,108,221,205,261,327,228,361,436,53528
ZCTA5 53529,931,6,15,14,4,15,9,19,20,35,126,60,122,81,93,215,97,53529
ZCTA5 53530,1757,55,59,51,86,90,147,34,82,64,122,139,258,243,102,125,100,53530
ZCTA5 53531,1614,62,20,19,40,46,12,22,75,41,79,145,220,146,265,250,172,53531
ZCTA5 53532,6387,106,72,74,160,66,132,35,139,215,256,715,801,1001,519,1256,840,53532
ZCTA5 53533,3145,78,160,78,28,110,103,34,197,203,184,359,533,306,195,333,244,53533
ZCTA5 53534,4808,114,31,74,264,191,133,99,106,136,324,468,758,493,494,534,589,53534
ZCTA5 53536,4116,72,108,108,58,68,75,108,67,92,466,522,550,533,455,548,286,53536
ZCTA5 53537,353,8,12,19,19,51,2,11,11,9,36,23,65,30,15,25,17,53537
ZCTA5 53538,7960,340,252,99,183,296,270,174,207,450,545,759,1357,1041,752,671,564,53538
ZCTA5 53540,47,5,0,3,0,0,4,0,0,3,5,6,18,3,0,0,0,53540
ZCTA5 53541,419,55,14,5,15,18,2,2,17,71,13,31,48,34,40,34,20,53541
ZCTA5 53543,739,83,19,23,16,2,29,26,19,13,33,87,77,116,61,84,51,53543
ZCTA5 53544,341,3,7,5,7,6,11,4,26,13,39,17,31,54,35,48,35,53544
ZCTA5 53545,10909,541,265,424,352,389,373,290,437,552,771,1180,2060,1165,683,894,533,53545
ZCTA5 53546,12314,309,386,290,504,368,577,459,465,490,1042,1203,1800,1508,988,1200,725,53546
ZCTA5 53548,8562,363,216,233,334,283,320,263,303,465,382,974,1842,744,653,792,395,53548
ZCTA5 53549,4292,273,60,120,129,84,174,196,243,105,318,276,559,520,439,367,429,53549
ZCTA5 53550,455,4,5,26,14,14,4,27,14,7,37,88,91,44,37,39,4,53550
ZCTA5 53551,3769,99,26,47,50,69,90,126,89,148,299,417,545,447,473,468,376,53551
ZCTA5 53553,279,8,21,13,5,6,2,6,28,6,32,37,45,26,19,16,9,53553
ZCTA5 53554,387,5,7,3,7,7,19,27,10,20,29,61,62,31,33,47,19,53554
ZCTA5 53555,3890,89,15,45,17,112,30,90,154,80,205,308,484,470,469,660,662,53555
ZCTA5 53556,1042,29,26,27,30,43,82,63,38,20,78,160,127,129,104,38,48,53556
ZCTA5 53557,214,13,6,7,6,8,7,3,3,0,15,18,64,14,18,24,8,53557
ZCTA5 53558,5391,125,43,28,98,52,193,56,150,114,178,700,738,478,746,920,772,53558
ZCTA5 53559,2368,97,102,19,143,84,40,53,50,45,141,156,402,377,210,258,191,53559
ZCTA5 53560,1516,33,41,26,29,29,30,17,92,34,102,155,177,228,134,195,194,53560
ZCTA5 53561,815,23,11,11,20,58,22,21,13,20,52,104,80,79,80,114,107,53561
ZCTA5 53562,13122,358,296,419,204,219,273,276,261,492,649,1333,1670,1300,886,1776,2710,53562
ZCTA5 53563,4632,80,82,125,78,91,218,127,209,62,245,542,806,537,456,482,492,53563
ZCTA5 53565,2006,76,39,24,56,116,75,60,60,68,100,198,310,244,192,192,196,53565
ZCTA5 53566,6755,218,177,182,289,272,307,307,230,291,490,694,1017,662,555,621,443,53566
ZCTA5 53569,404,6,28,8,1,11,28,13,14,10,25,38,47,56,61,38,20,53569
ZCTA5 53570,1174,32,24,38,18,29,31,17,49,30,103,118,200,148,120,100,117,53570
ZCTA5 53571,196,0,0,0,0,0,64,0,0,0,20,48,0,23,41,0,0,53571
ZCTA5 53572,3919,84,84,23,203,22,84,84,75,235,131,363,389,512,283,598,749,53572
ZCTA5 53573,1225,63,34,78,45,47,31,50,46,40,136,126,149,166,68,95,51,53573
ZCTA5 53574,1538,67,9,19,17,30,27,19,28,72,92,118,165,276,187,189,223,53574
ZCTA5 53575,7056,185,43,31,150,103,170,263,150,151,234,767,868,821,376,1218,1526,53575
ZCTA5 53576,943,36,37,25,48,134,11,40,15,26,88,55,120,79,67,106,56,53576
ZCTA5 53577,542,4,6,6,11,6,4,8,10,15,55,61,91,78,65,75,47,53577
ZCTA5 53578,2669,24,16,54,96,23,77,33,49,114,201,181,343,424,159,502,373,53578
ZCTA5 53579,638,12,10,12,24,8,12,12,23,26,70,82,124,88,38,68,29,53579
ZCTA5 53580,174,8,14,4,9,15,6,5,4,5,15,20,24,15,12,12,6,53580
ZCTA5 53581,4354,177,210,174,176,151,239,279,205,142,325,447,620,379,278,339,213,53581
ZCTA5 53582,438,32,0,8,5,6,15,4,25,21,43,23,81,66,34,46,29,53582
ZCTA5 53583,2376,95,38,40,53,67,35,36,41,47,179,244,339,384,223,400,155,53583
ZCTA5 53584,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,53584
ZCTA5 53585,841,36,20,1,27,26,20,23,34,46,68,121,100,109,80,74,56,53585
ZCTA5 53586,876,46,19,18,19,35,38,26,32,15,70,149,121,100,65,55,68,53586
ZCTA5 53587,464,8,12,10,14,11,10,4,17,19,25,50,89,35,42,94,24,53587
ZCTA5 53588,1725,68,66,22,62,52,28,62,39,59,143,189,236,255,119,161,164,53588
ZCTA5 53589,8418,233,104,128,148,186,178,273,140,432,740,841,999,1276,450,1224,1066,53589
ZCTA5 53590,18853,350,180,366,380,349,551,683,505,483,1066,2517,2301,2283,1594,2167,3078,53590
ZCTA5 53593,12934,146,116,110,163,364,264,95,358,164,484,855,1372,1457,1303,2262,3421,53593
ZCTA5 53594,2212,125,102,56,26,61,15,45,72,29,205,197,337,451,169,257,65,53594
ZCTA5 53597,8460,166,112,84,70,95,81,211,204,156,602,915,804,1050,611,906,2393,53597
ZCTA5 53598,1657,43,55,59,0,0,15,25,0,18,78,220,183,303,164,231,263,53598
ZCTA5 53599,43,0,1,0,0,23,0,0,0,0,0,5,0,0,11,0,3,53599
ZCTA5 53703,20373,3009,1623,850,730,1021,921,875,707,1098,973,1610,2002,1168,1136,969,1681,53703
ZCTA5 53704,22186,801,772,725,528,419,967,1113,847,903,1600,2632,3127,2325,1466,1992,1969,53704
ZCTA5 53705,12253,657,340,234,390,547,642,243,309,317,804,944,1294,1037,872,1430,2193,53705
ZCTA5 53706,58,40,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,53706
ZCTA5 53711,23377,769,227,612,422,405,397,822,579,474,1548,2348,2997,2785,1957,2820,4215,53711
ZCTA5 53713,11908,742,292,683,455,737,499,595,555,749,743,1360,1420,1158,405,937,578,53713
ZCTA5 53714,7862,291,227,174,330,218,300,222,334,599,775,721,1271,786,551,703,360,53714
ZCTA5 53715,5346,836,436,463,250,175,321,239,136,212,192,324,336,269,442,384,331,53715
ZCTA5 53716,8302,202,225,213,221,259,204,177,228,304,498,581,1375,961,895,1067,892,53716
ZCTA5 53717,6610,317,176,110,65,166,124,186,106,398,662,424,670,832,346,909,1119,53717
ZCTA5 53718,8081,67,44,157,84,250,297,81,143,380,301,1005,1108,1191,1001,1107,865,53718
ZCTA5 53719,15913,337,40,93,531,502,459,420,515,512,798,1744,2517,2223,1557,1634,2031,53719
ZCTA5 53726,2527,387,114,52,158,77,223,161,60,133,65,231,75,76,77,218,420,53726
ZCTA5 53792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53792
ZCTA5 53801,408,19,7,14,17,21,13,20,50,7,27,29,38,40,41,45,20,53801
ZCTA5 53802,34,7,2,0,0,0,2,0,0,0,0,5,18,0,0,0,0,53802
ZCTA5 53803,552,18,7,19,24,16,13,33,7,21,40,57,99,85,46,37,30,53803
ZCTA5 53804,466,22,8,15,18,8,12,15,17,16,24,51,104,83,43,16,14,53804
ZCTA5 53805,2076,113,121,60,93,86,80,62,89,133,193,216,333,155,145,128,69,53805
ZCTA5 53806,719,6,25,17,20,28,18,53,34,36,57,133,138,53,38,41,22,53806
ZCTA5 53807,1673,35,25,42,45,73,52,66,41,71,147,211,239,206,162,130,128,53807
ZCTA5 53808,379,9,9,6,15,18,9,32,17,21,10,60,41,52,43,20,17,53808
ZCTA5 53809,1740,107,68,67,44,114,61,59,78,54,105,233,221,185,114,111,119,53809
ZCTA5 53810,164,1,11,1,0,2,3,10,11,8,9,25,29,30,5,9,10,53810
ZCTA5 53811,1268,59,37,30,43,70,63,75,25,19,62,103,163,133,116,135,135,53811
ZCTA5 53812,116,0,20,6,0,0,3,1,0,0,4,21,25,32,4,0,0,53812
